requirement_id,type,actor,requirement,priority,verification,source,legal_basis,control_id,owner_module,implementation_artifact,release_gate,status,acceptance_evidence,design_surface,api_operations,database_entities,privacy_security_review,approval_owner,residual_risk
FR-OPS-03,Functional,CPF Super Admin; Support; Security,"The platform shall support incident ownership, severity, evidence, containment, recovery, communication, corrective action and closure records.",Must,Incident lifecycle test,"BRD 23.3, 26","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-03,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Incident lifecycle test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-04,Functional,CPF Super Admin; Support; Security,"The system shall monitor assessment and model performance, plugin reliability, proctoring false positives, reviewer calibration and fairness indicators.",Must,Monitoring coverage test,"BRD 29.2, BR-035","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-04,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Monitoring coverage test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-05,Functional,CPF Super Admin; Support; Security,Assessment or model threshold breaches shall create alerts and review or suspension tasks.,Must,Alert and workflow test,BRD 33,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-05,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Alert and workflow test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-06,Functional,CPF Super Admin; Support; Security,"The platform shall support backup, recovery, business continuity and disaster recovery procedures.",Must,Recovery exercise,BRD 26,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-06,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Recovery exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-07,Functional,CPF Super Admin; Support; Security,The platform shall support configurable feature flags and controlled migrations without silently altering active assessment behaviour.,Must,Release and migration tests,BRD 27.5,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-07,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Release and migration tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-08,Functional,CPF Super Admin; Support; Security,Operational analytics shall use appropriately governed aggregate data and shall not expose cross-employer candidate identities.,Must,Analytics privacy test,BRD 29.2-29.3,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-08,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Analytics privacy test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-09,Functional,CPF Super Admin; Support; Security,"The platform shall maintain assessment-validation, model-governance, risk, control, incident and compliance evidence registers.",Must,Evidence-register review,"BRD 23, 38","Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-09,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Evidence-register review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-OPS-10,Functional,CPF Super Admin; Support; Security,The platform shall support future learning-management integration without using identifiable hiring data for unrelated purposes.,Could,Architecture and privacy review,BRD BR-047,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-FR-OPS-10,Platform Operations and Integrations,API + service + DB + automated acceptance test,G8 Operational readiness,Specified; evidence not yet supplied,Automated/manual evidence for Architecture and privacy review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"governance.*, audit.*, tenant.feature_flags",Risk-based review,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-AVL-01,Non-functional,Cross-functional,"Core employer and reviewer services shall achieve at least 99.9% monthly availability, excluding communicated scheduled maintenance.",Must,Service availability report,BRD 27.1,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-AVL-01,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Service availability report,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-AVL-02,Non-functional,Cross-functional,Candidate sessions shall tolerate temporary network interruption and provide recoverable autosave and submission retry.,Must,Network fault-injection test,BRD 27.1,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-AVL-02,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Network fault-injection test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-AVL-03,Non-functional,Cross-functional,Scheduled maintenance affecting candidate sessions shall be avoided or communicated with sufficient notice and campaign impact visibility.,Must,Operational procedure review,BRD 27.1,"Contract, employment/equality, consumer and sector law as applicable; controller to validate",CTRL-NFR-AVL-03,Platform Operations and SRE,Architecture control + automated/evidence verification,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Operational procedure review,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
