schema,table,table_purpose,column,data_type,nullable,default,primary_key,foreign_key,unique,column_purpose,data_classification,special_category,tenant_scope,access_roles,lawful_basis_note,retention_rule,mutability,encryption,audit_event
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,material_version,text,No,,No,,Composite/Yes,Material version,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,competence_result,text,No,,No,,No,Competence result,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,completed_at,timestamptz,Yes,,No,,No,Completed timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,expires_at,timestamptz,Yes,,No,,No,Expires timestamp,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,evidence_uri,text,Yes,,No,,No,Evidence uri,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,approved_by,uuid,Yes,,No,iam.users(id),No,Approved by,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_literacy_records,Role-based AI literacy training and competence evidence,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Confidential accountability record,No,Direct tenant_id,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Append-only / immutable,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_system_records,Provider AI system identity and intended purpose,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_system_records,Provider AI system identity and intended purpose,system_code,text,No,,No,,Yes,System code,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_system_records,Provider AI system identity and intended purpose,name,text,No,,No,,No,Name,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_system_records,Provider AI system identity and intended purpose,provider_legal_name,text,No,,No,,No,Provider legal name,Confidential personal data,No,Inherited/global; service policy required,Data subject; authorised operations,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Purpose-specific controller schedule,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
governance,ai_system_records,Provider AI system identity and intended purpose,intended_purpose,text,No,,No,,No,Intended purpose,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
governance,ai_system_records,Provider AI system identity and intended purpose,excluded_purposes,jsonb,No,'[]'::jsonb,No,,No,Excluded purposes,Confidential accountability record,No,Inherited/global; service policy required,Compliance; DPO; security; authorised auditor,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Statutory/contractual accountability schedule,Mutable through audited service command,Encrypted and integrity protected,Required for create/update/delete/read-export where material
